0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.127405,1.286756,-12.032574
0.020000,0.001211,0.000254,-0.002378,0.120372,0.025278,-0.236378,5.909761,1.241051,-11.605180
0.040000,0.004786,0.001005,-0.009398,0.236390,0.049642,-0.464207,5.692117,1.195345,-11.177785
0.060000,0.010638,0.002234,-0.020889,0.348056,0.073092,-0.683489,5.474472,1.149640,-10.750390
0.080000,0.018679,0.003923,-0.036681,0.455369,0.095628,-0.894223,5.256828,1.103934,-10.322995
0.100000,0.028823,0.006053,-0.056601,0.558329,0.117249,-1.096409,5.039184,1.058229,-9.895600
0.120000,0.040983,0.008606,-0.080480,0.656937,0.137957,-1.290047,4.821539,1.012524,-9.468205
0.140000,0.055072,0.011565,-0.108146,0.751191,0.157750,-1.475137,4.603895,0.966818,-9.040810
0.160000,0.071002,0.014910,-0.139429,0.841092,0.176630,-1.651679,4.386251,0.921113,-8.613416
0.180000,0.088686,0.018624,-0.174156,0.926641,0.194595,-1.819674,4.168606,0.875408,-8.186021
0.200000,0.108038,0.022688,-0.212158,1.007837,0.211646,-1.979120,3.950962,0.829702,-7.758626
0.220000,0.128971,0.027084,-0.253264,1.084680,0.227783,-2.130019,3.733318,0.783997,-7.331231
0.240000,0.151397,0.031793,-0.297302,1.157169,0.243006,-2.272369,3.515674,0.738292,-6.903836
0.260000,0.175229,0.036798,-0.344102,1.225307,0.257314,-2.406172,3.298029,0.692586,-6.476441
0.280000,0.200380,0.042080,-0.393492,1.289091,0.270709,-2.531427,3.080385,0.646881,-6.049046
0.300000,0.226763,0.047620,-0.445302,1.348522,0.283190,-2.648134,2.862741,0.601176,-5.621651
0.320000,0.254292,0.053401,-0.499361,1.403600,0.294756,-2.756293,2.645096,0.555470,-5.194257
0.340000,0.282878,0.059404,-0.555497,1.454326,0.305409,-2.855904,2.427452,0.509765,-4.766862
0.360000,0.312436,0.065612,-0.613540,1.500698,0.315147,-2.946967,2.209808,0.464060,-4.339467
0.380000,0.342877,0.072004,-0.673318,1.542718,0.323971,-3.029483,1.992163,0.418354,-3.912072
0.400000,0.374115,0.078564,-0.734662,1.580385,0.331881,-3.103450,1.774519,0.372649,-3.484677
0.420000,0.406064,0.085273,-0.797399,1.613699,0.338877,-3.168870,1.556875,0.326943,-3.057282
0.440000,0.438634,0.092113,-0.861360,1.642660,0.344959,-3.225742,1.339230,0.281238,-2.629887
0.460000,0.471741,0.099066,-0.926372,1.667268,0.350126,-3.274065,1.121586,0.235533,-2.202493
0.480000,0.505296,0.106112,-0.992265,1.687523,0.354380,-3.313841,0.903942,0.189827,-1.775098
0.500000,0.539213,0.113235,-1.058869,1.703426,0.357719,-3.345069,0.686297,0.144122,-1.347703
0.520000,0.573404,0.120415,-1.126011,1.714975,0.360145,-3.367749,0.468653,0.098417,-0.920308
0.540000,0.607783,0.127634,-1.193522,1.722172,0.361656,-3.381882,0.251009,0.052711,-0.492913
0.560000,0.642262,0.134875,-1.261230,1.725016,0.362253,-3.387466,0.033364,0.007006,-0.065518
0.580000,0.676754,0.142118,-1.328963,1.723506,0.361936,-3.384502,-0.184280,-0.038699,0.361877
0.600000,0.711173,0.149346,-1.396553,1.717644,0.360705,-3.372991,-0.401924,-0.084405,0.789272
0.620000,0.745431,0.156541,-1.463826,1.707429,0.358560,-3.352931,-0.619569,-0.130110,1.216666
0.640000,0.779441,0.163683,-1.530613,1.692862,0.355501,-3.324324,-0.837213,-0.175815,1.644061
0.660000,0.813117,0.170755,-1.596742,1.673941,0.351528,-3.287169,-1.054857,-0.221521,2.071456
0.680000,0.846370,0.177738,-1.662043,1.650667,0.346640,-3.241466,-1.272502,-0.267226,2.498851
0.700000,0.879114,0.184614,-1.726344,1.623041,0.340839,-3.187215,-1.490146,-0.312932,2.926246
0.720000,0.911263,0.191365,-1.789474,1.591061,0.334123,-3.124416,-1.707790,-0.358637,3.353641
0.740000,0.942728,0.197973,-1.851263,1.554729,0.326493,-3.053069,-1.925435,-0.404342,3.781036
0.760000,0.973423,0.204419,-1.911540,1.514044,0.317949,-2.973175,-2.143079,-0.450048,4.208431
0.780000,1.003260,0.210685,-1.970133,1.469006,0.308491,-2.884732,-2.360723,-0.495753,4.635825
0.800000,1.032154,0.216752,-2.026872,1.419615,0.298119,-2.787742,-2.578368,-0.541458,5.063220
0.820000,1.060016,0.222603,-2.081586,1.365871,0.286833,-2.682203,-2.796012,-0.587164,5.490615
0.840000,1.086760,0.228220,-2.134104,1.307775,0.274633,-2.568117,-3.013656,-0.632869,5.918010
0.860000,1.112298,0.233583,-2.184254,1.245325,0.261518,-2.445483,-3.231301,-0.678574,6.345405
0.880000,1.136544,0.238674,-2.231866,1.178523,0.247490,-2.314301,-3.448945,-0.724280,6.772800
0.900000,1.159410,0.243476,-2.276769,1.107367,0.232547,-2.174571,-3.666589,-0.769985,7.200195
0.920000,1.180809,0.247970,-2.318792,1.031859,0.216690,-2.026293,-3.884234,-0.815690,7.627589
0.940000,1.200655,0.252138,-2.357764,0.951998,0.199919,-1.869467,-4.101878,-0.861396,8.054984
0.960000,1.218860,0.255961,-2.393513,0.867784,0.182234,-1.704094,-4.319522,-0.907101,8.482379
0.980000,1.235338,0.259421,-2.425870,0.779217,0.163635,-1.530172,-4.537167,-0.952806,8.909774
1.000000,1.250000,0.262500,-2.454663,0.686297,0.144122,-1.347703,-4.754811,-0.998512,9.337169
1.020000,1.262791,0.265186,-2.479782,0.593613,0.124658,-1.165695,-4.513656,-0.947869,8.863606
1.040000,1.273777,0.267493,-2.501354,0.505751,0.106207,-0.993159,-4.272502,-0.897226,8.390043
1.060000,1.283053,0.269441,-2.519571,0.422713,0.088769,-0.830093,-4.031347,-0.846583,7.916480
1.080000,1.290717,0.271051,-2.534621,0.344497,0.072344,-0.676499,-3.790192,-0.795940,7.442917
1.100000,1.296865,0.272342,-2.546694,0.271105,0.056932,-0.532377,-3.549038,-0.745298,6.969354
